"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"30","17213608","Adam23","23792","a disintegrin and metallopeptidase domain 23",0.582154347068068,2.8717500472654,2.36200851229137,0.025596865163186,0.632461002481502,-3.44696485256517
"31","17213702","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",0.206621474375074,4.33769418572445,1.16075522820069,0.255842935142803,0.789881602721592,-4.69329795723149
"32","17214027","D230017M19Rik","320933","RIKEN cDNA D230017M19 gene",-0.0415837215477519,2.12026724121184,-0.247444990435029,0.806424970099995,0.967628986030363,-5.12267671071809
"33","17214106","Igfbp2","16008","insulin-like growth factor binding protein 2",-0.253682464342877,3.65912864814323,-0.784488386210878,0.439542922748137,0.868114890494402,-4.93439391927603
"34","17214293","Bcs1l","66821","BCS1-like (yeast)",-0.119604870603129,4.01690557470235,-0.668037103321288,0.509747691843231,0.889492647935714,-4.99132456966912
"35","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.0148457772990656,1.6303707623664,-0.0781488257470529,0.938282599013684,0.993461078870488,-5.14168366872449
"36","17214387","Wnt10a","22409","wingless-type MMTV integration site family, member 10A",0.0577265366971511,1.93373541723521,0.348423651613333,0.730208504754455,0.959071231755041,-5.10198757144914
"37","17214476","Des","13346","desmin",0.303943239589814,5.04600407580913,1.11152844834636,0.276084190004461,0.800834586342333,-4.72960229729006
"38","17214578","Tmem198","319998","transmembrane protein 198",0.0766723171340966,1.92308051425696,0.455010747910078,0.652717990909109,0.938106635571577,-5.0726469835519
"39","17214588","Inha","16322","inhibin alpha",-0.0949765717853008,3.45362689790264,-0.536680040532687,0.59585803605507,0.917211072457842,-5.0450104838375
"40","17214593","Stk11ip","71728","serine/threonine kinase 11 interacting protein",0.0840620613714984,3.72725575859391,0.44489610709749,0.659920426457398,0.93920125875593,-5.0757597726283
"41","17214622","Slc4a3","20536","solute carrier family 4 (anion exchanger), member 3",-0.0588100829593574,2.78550658598961,-0.265216940009509,0.792845037451637,0.966294225446766,-5.11954002249772
"42","17214665","Sgpp2","433323","sphingosine-1-phosphate phosphotase 2",0.20663228681257,2.27206409081349,1.1356238400652,0.266036564319961,0.795835046722429,-4.71200472474741
"43","17214753","Irs1","16367","insulin receptor substrate 1",0.204265237212343,5.22157177625574,0.988358182369541,0.331701385040426,0.825329066971212,-4.81428823567342
"44","17214759","Rhbdd1","76867","rhomboid domain containing 1",-0.166979432292498,2.7845821639558,-0.918382117040496,0.366503445776671,0.843482824708731,-4.85838466235323
"45","17214771","Col4a3","12828","collagen, type IV, alpha 3",0.168074645924278,3.73034118769983,0.721352391083853,0.476857205100885,0.876072938882896,-4.96633546882671
"46","17214910","Gm2427","100039794","predicted gene 2427",-0.19233678052482,2.7968455029097,-0.591359830306922,0.55916968283963,0.902922850776101,-5.02403602729243
"47","17214948","Sp100","20684","nuclear antigen Sp100",0.372530541525654,2.31621912099674,1.7107579633763,0.0985266576280257,0.687621057535835,-4.20036854134469
"48","17215067","Armc9","78795","armadillo repeat containing 9",0.263275118902173,3.23093077803065,1.19143395529054,0.243791403990815,0.785922449436091,-4.66997850689614
"49","17215105","C130036L24Rik","319336","RIKEN cDNA C130036L24 gene",-0.186273196241907,1.70331477169544,-1.02712775158053,0.313421853357478,0.815699585083962,-4.78859370352656
"50","17215115","Ptma","19231","prothymosin alpha",-0.370053417742991,8.21785459281218,-2.00976691682869,0.0544861799519727,0.644916636529472,-3.87373350861232
"51","17215123","Cops7b","26895","COP9 signalosome subunit 7B",-0.185779927131139,4.36345581709748,-1.1595861042266,0.256310705694945,0.789881602721592,-4.69417614492612
"52","17215137","Dis3l2","208718","DIS3 like 3'-5' exoribonuclease 2",0.202767464653992,4.83342884306741,1.33834428534636,0.191881569746605,0.751839427306676,-4.55112125598364
"53","17215291","Snorc","73234","secondary ossification center associated regulator of chondrocyte maturation",0.110340849932109,2.20245396077332,0.512422609427405,0.612497650511695,0.922209958335151,-5.05368255346137
"54","17215372","Scarna6","100217415","small Cajal body-specific RNA 6",-0.0859600070675874,2.65726966046499,-0.43531327117938,0.666775030958445,0.943246566817483,-5.07864558171226
"55","17215565","Sh3bp4","98402","SH3-domain binding protein 4",-0.0683913828670524,3.91301976417146,-0.35735358450946,0.723589126773924,0.958522335484531,-5.09982399942244
"56","17215623","Gm9991","433332","predicted gene 9991",-0.0527355290649669,1.71558146704458,-0.284121086815303,0.778472536908672,0.965691270991188,-5.11596651656244
"57","17215629","Mlph","171531","melanophilin",0.212736636072981,4.10492535869911,1.21629323696769,0.234338842713897,0.780265600520082,-4.65069637667147
"58","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.114269809673416,2.69107363331232,-0.656825491567144,0.516820693486551,0.893487045929282,-4.99634624365531
"59","17215762","Erfe","227358","erythroferrone",0.107415656206407,2.40636829828744,0.615061772987486,0.543633520148713,0.897780522463213,-5.01433384223858
"60","17215788","Asb1","65247","ankyrin repeat and SOCS box-containing 1",-0.00445264137430756,2.31379254827008,-0.0228157414342804,0.981964059139477,0.996096626871758,-5.14361292544337
"61","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",-0.0253079958733793,1.75653321664078,-0.118937285885841,0.906200423060727,0.988215770507743,-5.13890853306753
"62","17215807","Olfr1413","259039","olfactory receptor 1413",0.0320565367723551,1.59531039127979,0.189460960011553,0.851140387166344,0.976854800673097,-5.13140578682262
"63","17215811","Olfr1412","258274","olfactory receptor 1412",0.134922982587683,2.13290112255612,0.678405276585365,0.503254683929164,0.889300856681465,-4.98660832295416
"64","17215813","Olfr1411","258483","olfactory receptor 1411",-0.230631375986723,1.93293966676346,-1.379639248014,0.178951848848938,0.736838849796555,-4.5156297345604
"65","17215820","Gpc1","14733","glypican 1",0.176879163234462,2.7999226492124,1.01770982534134,0.317796716136816,0.817483952930726,-4.79491745745297
"66","17215832","Mir149","387167","microRNA 149",-0.00787951231862705,1.96510442930068,-0.0339764756206674,0.973144392455257,0.995328460359125,-5.1433940129471
"67","17215873","Gpr35","64095","G protein-coupled receptor 35",-0.0745773447158777,1.53038833853577,-0.45085426099126,0.655673657851717,0.938501787045557,-5.07393444729235
"68","17215899","Crocc2","381284","ciliary rootlet coiled-coil, rootletin family member 2",-0.200309693079133,3.14151779951668,-1.09443870804563,0.283374320196818,0.8055473622589,-4.74188133604789
"69","17215932","Sned1","208777","sushi, nidogen and EGF-like domains 1",0.255576737577008,5.18475508152189,1.42996077237827,0.164132353886506,0.723294381298355,-4.47118465652212
"70","17215968","Ppp1r7","66385","protein phosphatase 1, regulatory subunit 7",-0.12813542211933,6.32618579254343,-0.74389554209958,0.463327446835036,0.872715077775621,-4.95522133327052
"71","17215984","Ano7","404545","anoctamin 7",-0.278089046604113,1.8605078152687,-1.5808604759766,0.125487337725068,0.711556781830485,-4.33030661785489
"72","17216063","Bok","51800","BCL2-related ovarian killer",0.0931080004981895,3.71654098784298,0.548832717770147,0.58760436826996,0.913898694264104,-5.04051932577812
"73","17216096","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",-0.0364350123510859,1.89213198032564,-0.211685752954155,0.833932741583736,0.972470848514284,-5.12833260903809
"74","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",-0.171956931842661,1.8411755436543,-0.894336531450958,0.37899934858184,0.849429682068233,-4.87285124604552
"75","17216120","Gal3st2b","100041596","galactose-3-O-sulfotransferase 2B",0.169596220159239,1.3581053119064,0.918329930652249,0.36653026886603,0.843482824708731,-4.85841644178556
"76","17216201","Gin1","252876","gypsy retrotransposon integrase 1",-0.0303797021646242,3.74528669010958,-0.152813192227412,0.879675267411239,0.983234053556107,-5.13573189076411
"77","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",0.0342638644363511,3.58370593273223,0.173575623832946,0.863486249575013,0.979505126239571,-5.13339439818759
"78","17216620","Tfcp2l1","81879","transcription factor CP2-like 1",0.354936281550102,3.55414690813618,1.38513705206019,0.177283263728724,0.73552910872492,-4.51083743664451
"79","17216638","Tmem185b","226351","transmembrane protein 185B",-0.0185945704813419,3.42609648732845,-0.118120416130744,0.90684153498518,0.988215770507743,-5.13897536963524
"80","17216659","3110009E18Rik","73103","RIKEN cDNA 3110009E18 gene",-0.0170559924270153,2.06067778644793,-0.0891974199436346,0.929579539195295,0.991616070383283,-5.14104528784721
"81","17216745","Gpr39","71111","G protein-coupled receptor 39",0.368898221629106,2.75721141008516,2.02125271584039,0.0532103846671602,0.644916636529472,-3.86048432172128
"82","17216753","Mgat5","107895","mannoside acetylglucosaminyltransferase 5",0.235240543980638,2.74731589793242,1.31297430086647,0.200177930709072,0.757983111596541,-4.57248005475871
"83","17216931","Gm16083","102640300","predicted gene 16083",0.0683049264855247,1.72455627562123,0.358849633696467,0.722482285090406,0.958522335484531,-5.0994562437996
"84","17216960","Pigr","18703","polymeric immunoglobulin receptor",0.0373465637850499,1.66412217903813,0.208046891747293,0.836744645105794,0.972470848514284,-5.12885899739386
"85","17217035","Ctse","13034","cathepsin E",-0.372906868841477,3.61322674259743,-1.53957517212462,0.135235168315516,0.717477992512132,-4.36995539013315
"86","17217127","Nucks1","98415","nuclear casein kinase and cyclin-dependent kinase substrate 1",-0.186678475461994,5.30955194796415,-0.951721504452585,0.349631907080172,0.833861290288802,-4.83774405270746
"87","17217241","Lrrn2","16980","leucine rich repeat protein 2, neuronal",0.219631974129871,1.77356995272635,1.27915160426392,0.211665058401107,0.765055497749665,-4.60042023297297
"88","17217329","Kiss1","280287","KiSS-1 metastasis-suppressor",0.127834357626034,2.01258827891815,0.436268056538471,0.666090740950714,0.942501093300833,-5.07836081985516
"89","17217373","Fmod","14264","fibromodulin",-0.491297082974311,5.03689007263524,-1.60234315687236,0.120648226613729,0.707775278739099,-4.30935508154592
"90","17217399","Chil1","12654","chitinase-like 1",0.776813326850807,4.67877933434097,1.50823742306966,0.143039642064893,0.717900529510347,-4.39950185455871
"91","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",-0.357820566103435,2.90705781917329,-1.60502115344926,0.120055941336225,0.707775278739099,-4.30672808625815
"92","17217596","Lmod1","93689","leiomodin 1 (smooth muscle)",0.125796113766213,2.66028009565318,0.675399012594999,0.505132578831613,0.889492647935714,-4.98798295184919
"93","17217625","Tnni1","21952","troponin I, skeletal, slow 1",0.602409266648558,3.58692285414626,1.51413233164627,0.14154428894726,0.717477992512132,-4.3939804718397
"94","17217639","Lad1","16763","ladinin",-0.0668047516036787,3.07154792814914,-0.28637510317449,0.776764062080285,0.965691270991188,-5.11552414885917
"95","17217651","Tnnt2","21956","troponin T2, cardiac",0.975438504313778,8.26780517685877,1.9511733512352,0.0614221197888643,0.644916636529472,-3.9405544920607
"96","17217789","Kif14","381293","kinesin family member 14",-0.397523594209268,3.52344828362858,-1.85238004594147,0.0748694486094334,0.654835930750606,-4.05020342152351
"97","17217830","Platr22","100503474","pluripotency associated transcript 22",-0.029173408576888,3.15028239276395,-0.126192772967463,0.9005089106857,0.988078641679419,-5.13829470128127
"98","17217844","Mir181a-1","735252","microRNA 181a-1",0.0373184728886287,1.2303539090198,0.22351744430591,0.824805568085854,0.969703658465888,-5.12655827310523
"99","17217846","Mir181b-1","723890","microRNA 181b-1",-0.238366218930794,1.2058163323959,-1.00049205151258,0.325903616495526,0.822609130119989,-4.80634257913943
"100","17217848","Atp6v1g3","338375","ATPase, H+ transporting, lysosomal V1 subunit G3",0.0234974656881899,1.36087635655442,0.11081242556194,0.912579937906162,0.988717780737353,-5.13955284468906
"101","17217914","Aspm","12316","abnormal spindle microtubule assembly",-0.507618988697216,3.77913967672559,-2.21852568475866,0.0350647400458453,0.632461002481502,-3.6256682464216
"102","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",0.11826475377552,3.3290122804824,0.646991949909628,0.523068260994199,0.893487045929282,-5.00068362531011
"103","17218044","Brinp3","215378","bone morphogenetic protein/retinoic acid inducible neural specific 3",0.168071500928822,1.49472582066094,0.955969631665585,0.347520084112078,0.832927913381147,-4.83506566640833
"104","17218073","Pdc","20028","phosducin",-0.131682812591105,1.87760764189144,-0.799154665989655,0.431134655623406,0.867099639342665,-4.92661287802831
"105","17218277","Nmnat2","226518","nicotinamide nucleotide adenylyltransferase 2",0.221917315418881,4.08521865919491,1.04163174946225,0.306766577775519,0.813683125181523,-4.77875246538992
"106","17218305","Rgs8","67792","regulator of G-protein signaling 8",-0.0273843006520713,1.82936697069601,-0.151214671905372,0.880923975600791,0.983535514392737,-5.13589955702993
"107","17218321","Rgs16","19734","regulator of G-protein signaling 16",0.0632004245044646,2.59540039420646,0.39889667682268,0.693088494743495,0.949746837147365,-5.08904894801873
"108","17218430","Abl2","11352","v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",-0.0972778293577434,3.3042441371623,-0.474079633977964,0.639232424826905,0.933359517999016,-5.06659216961472
"109","17218449","Angptl1","72713","angiopoietin-like 1",0.31079836382065,2.15556907050053,2.11095671122749,0.0441213518029767,0.64260148994366,-3.75536907802172
"110","17218460","2810025M15Rik","69953","RIKEN cDNA 2810025M15 gene",-0.134698113527799,5.02291722931922,-0.711768951546922,0.48267745428773,0.877539077543005,-4.97096188895479
"111","17218479","Sec16b","89867","SEC16 homolog B (S. cerevisiae)",-0.134409149458967,1.50330746251061,-0.647041702512187,0.523036548786345,0.893487045929282,-5.00066183835424
"112","17218607","Mrps14","64659","mitochondrial ribosomal protein S14",0.230201226214379,1.42699993754296,1.0774223803223,0.290768916600866,0.808420452127457,-4.75393990487625
"113","17218680","Snord47","100217446","small nucleolar RNA, C/D box 47",0.163705045349437,3.07739174936586,0.716907041673815,0.479551913135223,0.876461881345902,-4.96848877982065
"114","17218694","Ankrd45","73844","ankyrin repeat domain 45",0.0201161846858016,2.90984316677004,0.120413662197938,0.905041868162772,0.988215770507743,-5.13878656851058
"115","17218760","Gm20471","105243993","predicted gene 20471",0.290465176591556,2.37511025757876,1.44501330164322,0.159894184909531,0.723294381298355,-4.4576386075493
"116","17218835","Sell","20343","selectin, lymphocyte",-0.410801871651958,2.12383207160086,-1.5509915872661,0.132479718623408,0.71723149217832,-4.35907322404906
"117","17218907","Nme7","171567","NME/NM23 family member 7",-0.0451637271941552,3.63851224129416,-0.262212829784683,0.795136017660303,0.966294225446766,-5.12008541054183
"118","17218927","Dpt","56429","dermatopontin",0.354650387920213,8.27749394267926,2.3478104116838,0.0264172926779582,0.632461002481502,-3.46492103412464
"119","17219127","Lmx1a","110648","LIM homeobox transcription factor 1 alpha",-0.0284014189253485,1.66860446450538,-0.155476735931013,0.877595303602512,0.982559047632714,-5.13544860850558
"120","17219164","Sh2d1b2","545378","SH2 domain containing 1B2",-0.111664746833952,1.36865553844542,-0.444521115569401,0.660188096993063,0.93920125875593,-5.07587385765859
"121","17219171","Sh2d1b1","26904","SH2 domain containing 1B1",0.433858950285452,1.77987649680486,1.89404584882856,0.0689154411844997,0.644916636529472,-4.00443227786642
"122","17219222","Mpz","17528","myelin protein zero",-0.129339708470555,1.79908720079151,-0.715554699202604,0.480373421526731,0.876461881345902,-4.96914134034577
"123","17219231","Nr1i3","12355","nuclear receptor subfamily 1, group I, member 3",0.251165121248768,1.87091051136479,1.16514806024642,0.254090946272304,0.789881602721592,-4.68999137952119
"124","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.186218779489175,2.01047641098852,-1.08316655137247,0.288257552010344,0.808420452127457,-4.74988808609696
"125","17219324","Arhgap30","226652","Rho GTPase activating protein 30",-0.139603163715301,2.87768402088185,-0.595469396661993,0.556459698733028,0.902715598079744,-5.02238017782872
"126","17219374","Alyref2","56009","Aly/REF export factor 2",-0.430109235052769,2.47400380851055,-1.62750067074425,0.115178438896819,0.703369540995317,-4.28454476589498
"127","17219397","Cd48","12506","CD48 antigen",-0.182093305509736,1.3909356227917,-0.921787338527482,0.364756003005573,0.843482824708731,-4.8563074309936
"128","17219633","Olfr218","258880","olfactory receptor 218",0.154849395035294,1.55228416676296,0.635507482050975,0.530416237436174,0.89424445447357,-5.00566970281719
"129","17219670","Ifi208","100033459","interferon activated gene 208",0.0984323486806251,1.32493625361586,0.430029699683987,0.67056702213186,0.944374007896562,-5.08021031855187
"130","17219680","Olfr432","258711","olfactory receptor 432",0.00325613178653272,1.61077583641124,0.0177211152699561,0.985990882933112,0.996637654741399,-5.14368425348796
"131","17219756","Olfr417","258238","olfactory receptor 417",0.192138144760599,2.09400871921366,0.93250981942002,0.359289565150891,0.84014211630919,-4.84972047793554
"132","17219762","Olfr414","258756","olfactory receptor 414",0.206781524148941,1.3727076334647,1.04822160897576,0.303775652258563,0.812862286790447,-4.77424022710978
"133","17219848","Exo1","26909","exonuclease 1",-0.486199662051652,2.83797385310184,-2.14603475616068,0.0409612873636982,0.640236487492183,-3.71349848767987
"134","17219869","Sdccag8","76816","serologically defined colon cancer antigen 8",-0.0453799779901654,3.8895869473595,-0.256943541271145,0.799158955013038,0.966294225446766,-5.12102712936076
"135","17219978","Cox20","66359","cytochrome c oxidase assembly protein 20",0.0329383369617657,5.79309619143502,0.160938845418993,0.873332743841408,0.980902974944484,-5.13485240941533
"136","17220018","Cnst","226744","consortin, connexin sorting protein",-0.0777534929401753,2.8097209447023,-0.403057944654018,0.690061049102432,0.948853739998317,-5.0879053813341
"137","17220059","Cdc42bpa","226751","CDC42 binding protein kinase alpha",0.2318256929013,5.75821694552084,1.41776984752985,0.167629905132654,0.725886090349698,-4.48207114037577
"138","17220204","Pycr2","69051","pyrroline-5-carboxylate reductase family, member 2",0.0585703393119785,2.04038187197284,0.314913469965727,0.755234137089575,0.964818415976226,-5.10962363952581
"139","17220214","Lefty1","13590","left right determination factor 1",-0.163155035167986,1.79834882650304,-0.632788684418441,0.532163845944888,0.894857321262962,-5.00683753373327
"140","17220370","1700047M11Rik","67330","RIKEN cDNA 1700047M11 gene",0.128947153869941,1.70209902625245,0.782903653930185,0.440457376076428,0.868258519369811,-4.93522657028808
"141","17220432","Tlr5","53791","toll-like receptor 5",0.119081252611201,2.78893531435541,0.545622102731255,0.589779470393936,0.915143436190125,-5.04171533693988
"142","17220452","Taf1a","21339","TATA-box binding protein associated factor, RNA polymerase I, A",0.130545660302066,2.89253468945028,0.771761439502461,0.446919328961377,0.869849364424905,-4.94103615645056
"143","17220529","Mir194-1","387189","microRNA 194-1",0.160570631310623,3.3864277633293,0.655214865962489,0.517841173707593,0.893487045929282,-4.99706095382278
"144","17220531","Mir215","387211","microRNA 215",-0.225539345728097,1.9005256967422,-1.39708562047978,0.173699081135753,0.730267505322314,-4.50036821563045
"145","17220748","LOC102632463","102632463","uncharacterized LOC102632463",0.127532421361764,1.55256536016999,0.573767476025072,0.570846597774034,0.90762791063276,-5.03099911310458
"146","17220776","Nsl1","381318","NSL1, MIS12 kinetochore complex component",-0.0408440266574734,1.88061870935911,-0.213629219176917,0.832431857998346,0.971709235255165,-5.12804774958557
"147","17220866","Rd3","74023","retinal degeneration 3",0.165462095814171,1.62592356618955,0.861823851758605,0.396330230339286,0.854105902864268,-4.89184738827493
"148","17220900","1700065J18Rik","73455","RIKEN cDNA 1700065J18 gene",0.255130556521111,1.71293654935357,1.38936839087576,0.176007402636181,0.732773001524226,-4.50713841811191
"149","17220904","Gm15867","100503471","predicted gene 15867",0.104444687239793,1.84938583739615,0.543407953426509,0.591281774481379,0.916263981217823,-5.0425361769939
"150","17220907","Irf6","54139","interferon regulatory factor 6",0.291713527733958,3.27821734291039,1.32770317572466,0.195328303116165,0.755222052653125,-4.56012152946344
"151","17220921","A130010J15Rik","319266","RIKEN cDNA A130010J15 gene",0.441625041364703,2.43661348972238,2.1526941104041,0.0403847492527675,0.640236487492183,-3.70550245305222
"152","17221071","Sox17","20671","SRY (sex determining region Y)-box 17",0.291383165091812,5.06907414105115,1.91482736726685,0.0661023618343732,0.644916636529472,-3.98134335312231
"153","17221081","Mrpl15","27395","mitochondrial ribosomal protein L15",0.071756157239288,3.9759250033743,0.335195993381719,0.740052593394483,0.961060807803836,-5.10509296076344
"154","17221110","Npbwr1","226304","neuropeptides B/W receptor 1",0.382536941242067,1.47309057287984,1.79511731011084,0.0837722416750748,0.664189632143796,-4.11194668041496
"155","17221148","2610203C22Rik","72481","RIKEN cDNA 2610203C22 gene",0.314751548305286,4.2304622382504,1.63054228510023,0.114531294536682,0.702504512697797,-4.28152520750181
"156","17221158","Mybl1","17864","myeloblastosis oncogene-like 1",-0.249218173960678,2.12223514650475,-1.44670032329153,0.159424682398593,0.723294381298355,-4.45611328351906
"157","17221197","Tcf24","100039596","transcription factor 24",0.00633952374869873,1.68908485490259,0.0360569990122033,0.9715006273919,0.995328460359125,-5.14334369082702
"158","17221213","Ppp1r42","69312","protein phosphatase 1, regulatory subunit 42",-0.193706214974067,1.63060635704137,-0.69349439787482,0.49388819835252,0.884304900277929,-4.97962071786055
"159","17221215","Cops5","26754","COP9 signalosome subunit 5",-0.180948916757395,6.57725475000858,-1.08982033710807,0.285367853945129,0.807576198859362,-4.74517071750424
"160","17221396","Msc","17681","musculin",-0.0863291647762239,1.90641499403766,-0.423653321816168,0.675155135471082,0.94464765117651,-5.08207370246417
"161","17221454","Rpl7","19989","ribosomal protein L7",-0.0168494954606648,1.743256585833,-0.0729230703020782,0.942401747022329,0.993584708958567,-5.14195626364841
"162","17221502","Jph1","57339","junctophilin 1",0.068506645870031,2.74624873400594,0.328840940687336,0.744798215232986,0.963317380712612,-5.10654263654021
"163","17221633","Mcm3","17215","minichromosome maintenance complex component 3",-0.385020606025847,4.06035540960651,-1.56510971146755,0.129135862552939,0.716094311403829,-4.34552917943899
"164","17221662","Tram2","170829","translocating chain-associating membrane protein 2",0.239966870906687,4.88914478823734,1.3775740671268,0.179581809278445,0.737911261582417,-4.51742584728667
"165","17221676","Gm4956","241041","predicted gene 4956",0.139266324509091,2.44202459614107,0.602466457059675,0.551861217167672,0.901631300564382,-5.01953541582713
"166","17221686","Kcnq5","226922","potassium voltage-gated channel, subfamily Q, member 5",-0.0414339834135999,2.96557729206847,-0.184147881718228,0.855265515645267,0.978776638821546,-5.13209021232922
"167","17221786","Sdhaf4","68002","succinate dehydrogenase complex assembly factor 4",-0.332444526564559,4.50780691128569,-1.75714779023578,0.0901621450761016,0.672679216875373,-4.15212566755744
"168","17221960","Ptp4a1","19243","protein tyrosine phosphatase 4a1",0.486262244897685,3.4277764493262,1.83022930525705,0.0782117358675081,0.662397522604603,-4.07424883594297
"169","17222001","Prim2","19076","DNA primase, p58 subunit",-0.378170523811618,3.43127035315248,-2.20527668885151,0.0360817654233077,0.633419134439397,-3.64184882661446
"170","17222051","Gm15455","433287","predicted gene 15455",-0.507169025429525,2.22402512070832,-1.65620347214532,0.109190963395001,0.691559886982164,-4.25588058574408
